gene_id gene_name gene_type	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.tsv_TPM	d820ac02-a30e-437b-b20a-3e92705b7b81.tsv_TPM
ENSG00000163602.11 RYBP protein_coding	16.6310	25.1448
ENSG00000163605.15 PPP4R2 protein_coding	27.2570	27.1592
ENSG00000163606.11 CD200R1 protein_coding	2.9810	0.1796
ENSG00000163607.17 GTPBP8 protein_coding	5.5198	6.3125
ENSG00000163611.11 SPICE1 protein_coding	0.3814	0.6409
ENSG00000163618.18 CADPS protein_coding	0.0177	0.2246
ENSG00000163623.9 NKX6-1 protein_coding	0.0841	0.4042
ENSG00000163624.6 CDS1 protein_coding	5.4325	19.1406
ENSG00000163625.16 WDFY3 protein_coding	12.7554	7.1466
ENSG00000163626.17 COX18 protein_coding	7.9145	3.5190
ENSG00000163629.13 PTPN13 protein_coding	18.7457	5.3542
ENSG00000163630.11 SYNPR protein_coding	0.0000	0.0988
ENSG00000163631.17 ALB protein_coding	3.8464	0.2036
ENSG00000163633.12 C4orf36 protein_coding	0.0412	0.0475
ENSG00000163634.12 THOC7 protein_coding	61.3783	65.9280
ENSG00000163635.20 ATXN7 protein_coding	5.2198	5.3970
ENSG00000163636.11 PSMD6 protein_coding	15.0362	13.5758
ENSG00000163637.13 PRICKLE2 protein_coding	11.4558	1.4930
ENSG00000163638.13 ADAMTS9 protein_coding	7.7017	10.3341
ENSG00000163644.15 PPM1K protein_coding	5.0343	2.1457
ENSG00000163645.15 ERICH6 protein_coding	0.0417	0.1202
ENSG00000163646.12 CLRN1 protein_coding	0.0000	0.0000
ENSG00000163655.16 GMPS protein_coding	16.7054	43.6449
ENSG00000163659.13 TIPARP protein_coding	15.0811	14.6568
ENSG00000163660.12 CCNL1 protein_coding	14.4197	16.7766
ENSG00000163661.4 PTX3 protein_coding	3.9732	6.8858
ENSG00000163666.10 HESX1 protein_coding	1.5070	1.2699
ENSG00000163673.7 DCLK3 protein_coding	0.2096	0.6982
ENSG00000163681.16 SLMAP protein_coding	12.0676	10.5656
ENSG00000163682.17 RPL9 protein_coding	364.8434	116.6246
ENSG00000163683.12 SMIM14 protein_coding	55.1686	23.7666
ENSG00000163684.12 RPP14 protein_coding	2.4899	1.3224
ENSG00000163686.15 ABHD6 protein_coding	19.1997	2.9828
ENSG00000163687.14 DNASE1L3 protein_coding	4.0926	0.0834
ENSG00000163694.15 RBM47 protein_coding	9.7487	20.7956
ENSG00000163697.17 APBB2 protein_coding	33.5974	11.7460
ENSG00000163701.19 IL17RE protein_coding	8.2316	27.5476
ENSG00000163702.20 IL17RC protein_coding	12.0753	27.6732
ENSG00000163703.19 CRELD1 protein_coding	1.3796	0.8809
ENSG00000163704.12 PRRT3 protein_coding	1.4668	2.1836
ENSG00000163705.13 FANCD2OS protein_coding	0.0000	0.2080
ENSG00000163710.9 PCOLCE2 protein_coding	228.7520	4.4486
ENSG00000163714.18 U2SURP protein_coding	21.3990	29.4152
ENSG00000163719.20 MTMR14 protein_coding	14.1259	19.0993
ENSG00000163728.11 TTC14 protein_coding	11.4362	6.1390
ENSG00000163734.4 CXCL3 protein_coding	0.2340	0.2923
ENSG00000163735.7 CXCL5 protein_coding	0.3197	1.1470
ENSG00000163736.4 PPBP protein_coding	0.1986	0.1527
ENSG00000163737.4 PF4 protein_coding	0.2799	0.0000
ENSG00000163738.18 MTHFD2L protein_coding	1.7847	2.1546
ENSG00000163739.5 CXCL1 protein_coding	0.6989	3.0406
ENSG00000163743.13 RCHY1 protein_coding	8.7593	5.6242
ENSG00000163746.12 PLSCR2 protein_coding	0.0958	0.2579
ENSG00000163749.17 CCDC158 protein_coding	2.3407	0.2725
ENSG00000163751.4 CPA3 protein_coding	48.7284	1.8968
ENSG00000163754.18 GYG1 protein_coding	16.6292	28.7438
ENSG00000163755.9 HPS3 protein_coding	7.0325	12.6066
ENSG00000163762.7 TM4SF18 protein_coding	24.7479	50.4679
ENSG00000163781.14 TOPBP1 protein_coding	10.5622	29.7386
ENSG00000163785.13 RYK protein_coding	23.0394	37.5591
ENSG00000163788.14 SNRK protein_coding	24.6500	9.7632
ENSG00000163792.6 TCF23 protein_coding	0.2027	0.0097
ENSG00000163793.13 DNAJC5G protein_coding	0.0370	0.0000
ENSG00000163794.6 UCN protein_coding	1.1974	0.5021
ENSG00000163795.14 ZNF513 protein_coding	4.6921	14.9686
ENSG00000163798.13 SLC4A1AP protein_coding	13.0713	23.8313
ENSG00000163803.13 PLB1 protein_coding	1.1316	0.3596
ENSG00000163806.16 SPDYA protein_coding	0.1739	0.3295
ENSG00000163807.6 KIAA1143 protein_coding	22.8208	9.8528
ENSG00000163808.17 KIF15 protein_coding	0.6800	10.5724
ENSG00000163810.12 TGM4 protein_coding	0.0079	0.0092
ENSG00000163811.12 WDR43 protein_coding	25.6367	61.5088
ENSG00000163812.15 ZDHHC3 protein_coding	18.8667	12.6143
ENSG00000163814.8 CDCP1 protein_coding	3.5038	49.4507
ENSG00000163815.6 CLEC3B protein_coding	168.2884	1.2664
ENSG00000163817.16 SLC6A20 protein_coding	0.6244	0.2550
ENSG00000163818.17 LZTFL1 protein_coding	9.9194	5.1911
ENSG00000163820.15 FYCO1 protein_coding	44.2858	9.7715
ENSG00000163823.4 CCR1 protein_coding	10.3512	10.7107
ENSG00000163825.4 RTP3 protein_coding	0.0000	0.0000
ENSG00000163827.13 LRRC2 protein_coding	3.8784	0.0443
ENSG00000163832.16 ELP6 protein_coding	12.9781	12.9171
ENSG00000163833.8 FBXO40 protein_coding	0.1069	0.0000
ENSG00000163840.10 DTX3L protein_coding	25.2128	42.3003
ENSG00000163848.20 ZNF148 protein_coding	16.0730	18.7735
ENSG00000163864.17 NMNAT3 protein_coding	2.1396	0.7686
ENSG00000163866.9 SMIM12 protein_coding	6.3834	11.8500
ENSG00000163867.17 ZMYM6 protein_coding	3.0571	2.6648
ENSG00000163870.16 TPRA1 protein_coding	12.2317	25.1829
ENSG00000163872.16 YEATS2 protein_coding	7.8740	19.2618
ENSG00000163873.10 GRIK3 protein_coding	0.7626	0.3232
ENSG00000163874.11 ZC3H12A protein_coding	3.5976	5.8596
ENSG00000163875.16 MEAF6 protein_coding	22.4377	29.7923
ENSG00000163877.11 SNIP1 protein_coding	8.3996	10.0175
ENSG00000163879.11 DNALI1 protein_coding	6.8555	0.7950
ENSG00000163882.9 POLR2H protein_coding	13.5199	33.1948
ENSG00000163884.4 KLF15 protein_coding	26.9548	0.7270
ENSG00000163888.4 CAMK2N2 protein_coding	0.1788	0.7216
ENSG00000163898.10 LIPH protein_coding	1.1829	10.7414
ENSG00000163900.11 TMEM41A protein_coding	6.5593	17.0789
ENSG00000163902.12 RPN1 protein_coding	127.4721	482.6950
ENSG00000163904.13 SENP2 protein_coding	16.9982	13.7911
ENSG00000163909.8 HEYL protein_coding	6.7817	18.8347
ENSG00000163913.12 IFT122 protein_coding	9.6094	11.4486
ENSG00000163914.5 RHO protein_coding	0.0000	0.0180
ENSG00000163918.11 RFC4 protein_coding	6.4247	27.1702
ENSG00000163923.10 RPL39L protein_coding	11.5189	112.9287
ENSG00000163930.10 BAP1 protein_coding	36.8769	43.4443
ENSG00000163931.16 TKT protein_coding	110.1582	423.7796
ENSG00000163932.15 PRKCD protein_coding	86.8730	163.0595
ENSG00000163933.10 RFT1 protein_coding	6.5231	19.5884
ENSG00000163935.14 SFMBT1 protein_coding	5.1716	5.2346
ENSG00000163938.17 GNL3 protein_coding	36.5609	95.5377
ENSG00000163939.18 PBRM1 protein_coding	26.5379	16.8644
ENSG00000163945.19 UVSSA protein_coding	3.2298	1.9699
ENSG00000163947.12 ARHGEF3 protein_coding	21.1345	12.6939
ENSG00000163950.13 SLBP protein_coding	44.2108	65.2824
ENSG00000163956.13 LRPAP1 protein_coding	19.6388	23.1826
ENSG00000163958.14 ZDHHC19 protein_coding	0.0891	0.0822
ENSG00000163959.10 SLC51A protein_coding	2.1293	1.2514
ENSG00000163960.12 UBXN7 protein_coding	15.8773	16.6761
ENSG00000163961.4 RNF168 protein_coding	12.0574	9.5368
ENSG00000163964.17 PIGX protein_coding	15.8050	12.5580
ENSG00000163982.6 OTOP1 protein_coding	0.0000	0.0000
ENSG00000163993.7 S100P protein_coding	1.6536	258.1634
ENSG00000163995.21 ABLIM2 protein_coding	1.8526	4.3616
ENSG00000164002.11 EXO5 protein_coding	1.6933	6.1966
ENSG00000164007.11 CLDN19 protein_coding	1.9220	0.0139
ENSG00000164008.16 C1orf50 protein_coding	2.1446	0.7079
ENSG00000164010.15 ERMAP protein_coding	8.8202	5.2861
ENSG00000164011.18 ZNF691 protein_coding	11.1786	15.5372
ENSG00000164022.17 AIMP1 protein_coding	14.3878	14.0329
ENSG00000164023.14 SGMS2 protein_coding	7.6111	7.1951
ENSG00000164024.12 METAP1 protein_coding	21.3690	38.4074
ENSG00000164031.17 DNAJB14 protein_coding	10.7222	4.4894
ENSG00000164035.10 EMCN protein_coding	36.5010	4.5438
ENSG00000164037.17 SLC9B1 protein_coding	0.6292	0.2700
ENSG00000164038.16 SLC9B2 protein_coding	3.7887	2.6596
ENSG00000164039.15 BDH2 protein_coding	12.1017	3.9051
ENSG00000164040.18 PGRMC2 protein_coding	106.7605	50.2405
ENSG00000164045.12 CDC25A protein_coding	0.4802	21.1498
ENSG00000164047.6 CAMP protein_coding	0.0000	0.4688
ENSG00000164048.14 ZNF589 protein_coding	6.5989	9.7694
ENSG00000164049.14 FBXW12 protein_coding	0.0248	0.3290
ENSG00000164050.13 PLXNB1 protein_coding	12.9214	35.5877
ENSG00000164051.14 CCDC51 protein_coding	12.0112	34.0572
ENSG00000164053.21 ATRIP protein_coding	3.9596	11.1899
ENSG00000164054.15 SHISA5 protein_coding	60.2372	100.1009
ENSG00000164056.11 SPRY1 protein_coding	61.8411	15.2972
ENSG00000164061.5 BSN protein_coding	0.2504	0.0860
ENSG00000164062.13 APEH protein_coding	31.7894	56.3789
ENSG00000164066.13 INTU protein_coding	3.5336	1.6859
ENSG00000164068.16 RNF123 protein_coding	7.2436	7.7207
ENSG00000164070.12 HSPA4L protein_coding	2.4965	1.2998
ENSG00000164073.11 MFSD8 protein_coding	4.7332	2.5599
ENSG00000164076.17 CAMKV protein_coding	0.0120	0.5938
ENSG00000164077.14 MON1A protein_coding	3.2892	4.1025
ENSG00000164078.13 MST1R protein_coding	1.5818	8.0087
ENSG00000164080.13 RAD54L2 protein_coding	7.7764	14.5912
ENSG00000164081.13 TEX264 protein_coding	16.6443	16.9739
ENSG00000164082.15 GRM2 protein_coding	0.0244	0.2531
ENSG00000164086.10 DUSP7 protein_coding	12.2732	17.9725
ENSG00000164087.8 POC1A protein_coding	2.0740	28.8752
ENSG00000164088.18 PPM1M protein_coding	22.2404	9.9459
ENSG00000164089.9 ETNPPL protein_coding	0.1471	0.0000
ENSG00000164091.12 WDR82 protein_coding	70.0220	81.0156
ENSG00000164093.17 PITX2 protein_coding	0.6954	0.8536
ENSG00000164096.13 C4orf3 protein_coding	173.7489	194.5076
ENSG00000164099.3 PRSS12 protein_coding	0.8918	5.7347
ENSG00000164100.9 NDST3 protein_coding	0.0000	0.1092
ENSG00000164104.12 HMGB2 protein_coding	55.7759	186.2815
ENSG00000164105.4 SAP30 protein_coding	7.4374	42.8056
ENSG00000164106.8 SCRG1 protein_coding	0.2713	3.4124
ENSG00000164107.9 HAND2 protein_coding	1.9225	0.3603
ENSG00000164109.14 MAD2L1 protein_coding	1.2078	18.7390
ENSG00000164111.15 ANXA5 protein_coding	555.6940	320.6778
ENSG00000164112.13 TMEM155 protein_coding	0.0286	0.3791
ENSG00000164113.11 ADAD1 protein_coding	0.0000	0.0000
ENSG00000164114.19 MAP9 protein_coding	4.0841	4.3659
ENSG00000164117.14 FBXO8 protein_coding	33.4735	15.7374
ENSG00000164118.13 CEP44 protein_coding	4.5781	4.4264
ENSG00000164120.14 HPGD protein_coding	5.7812	0.3608
ENSG00000164122.9 ASB5 protein_coding	0.0000	0.0118
ENSG00000164123.7 C4orf45 protein_coding	0.1165	0.0000
ENSG00000164124.11 TMEM144 protein_coding	5.2215	5.1039
ENSG00000164128.7 NPY1R protein_coding	28.8425	5.4910
ENSG00000164129.12 NPY5R protein_coding	4.2128	0.4634
ENSG00000164134.13 NAA15 protein_coding	9.9845	20.3629
ENSG00000164136.17 IL15 protein_coding	1.1372	0.4688
ENSG00000164142.16 FAM160A1 protein_coding	1.5126	9.3783
ENSG00000164144.16 ARFIP1 protein_coding	25.5824	19.9979
ENSG00000164151.12 ICE1 protein_coding	17.2558	39.4691
ENSG00000164161.10 HHIP protein_coding	0.4385	0.0125
ENSG00000164162.14 ANAPC10 protein_coding	1.7606	1.2358
ENSG00000164163.11 ABCE1 protein_coding	19.2961	32.9817
ENSG00000164164.17 OTUD4 protein_coding	13.9637	11.8903
ENSG00000164167.12 LSM6 protein_coding	10.8418	7.7197
ENSG00000164168.8 TMEM184C protein_coding	20.9408	12.1639
ENSG00000164169.13 PRMT9 protein_coding	8.5181	4.8355
ENSG00000164171.11 ITGA2 protein_coding	9.8309	21.5670
ENSG00000164172.20 MOCS2 protein_coding	20.6013	6.9002
ENSG00000164175.15 SLC45A2 protein_coding	0.0000	0.3251
ENSG00000164176.13 EDIL3 protein_coding	8.8618	33.6205
ENSG00000164180.14 TMEM161B protein_coding	2.6959	1.8871
ENSG00000164181.14 ELOVL7 protein_coding	9.5151	3.3331
ENSG00000164182.12 NDUFAF2 protein_coding	6.0910	3.6599
ENSG00000164185.6 ZNF474 protein_coding	0.1662	0.5270
ENSG00000164187.7 LMBRD2 protein_coding	11.0297	7.2167
ENSG00000164188.9 RANBP3L protein_coding	1.5770	1.3587
ENSG00000164190.19 NIPBL protein_coding	20.3713	31.9443
ENSG00000164197.12 RNF180 protein_coding	7.5950	1.1016
ENSG00000164199.18 ADGRV1 protein_coding	0.2802	0.1106
ENSG00000164209.17 SLC25A46 protein_coding	25.1871	9.6653
ENSG00000164211.13 STARD4 protein_coding	1.5834	4.1609
ENSG00000164219.10 PGGT1B protein_coding	8.2336	3.3250
ENSG00000164220.7 F2RL2 protein_coding	1.9171	0.7467
ENSG00000164221.13 CCDC112 protein_coding	6.5543	8.7780
ENSG00000164236.12 ANKRD33B protein_coding	3.3390	2.3251
ENSG00000164237.9 CMBL protein_coding	34.2821	9.7399
ENSG00000164241.13 C5orf63 protein_coding	1.4142	1.2005
ENSG00000164244.21 PRRC1 protein_coding	19.0779	26.3043
ENSG00000164251.5 F2RL1 protein_coding	2.1265	3.8997
ENSG00000164252.13 AGGF1 protein_coding	7.9883	4.0654
ENSG00000164253.14 WDR41 protein_coding	15.3420	11.0118
ENSG00000164256.11 PRDM9 protein_coding	0.0000	0.0271
ENSG00000164258.12 NDUFS4 protein_coding	114.9175	44.0728
ENSG00000164265.9 SCGB3A2 protein_coding	0.0403	4.0380
ENSG00000164266.11 SPINK1 protein_coding	0.0000	18.8070
ENSG00000164270.18 HTR4 protein_coding	0.0553	0.0000
ENSG00000164283.13 ESM1 protein_coding	0.8197	81.9974
ENSG00000164284.15 GRPEL2 protein_coding	10.7708	15.2769
ENSG00000164287.13 CDC20B protein_coding	0.1531	0.0221
ENSG00000164291.17 ARSK protein_coding	5.0322	3.0341
ENSG00000164292.13 RHOBTB3 protein_coding	51.0436	12.7466
ENSG00000164294.14 GPX8 protein_coding	25.1592	36.4995
ENSG00000164296.7 TIGD6 protein_coding	4.6551	2.9862
ENSG00000164299.7 SPZ1 protein_coding	0.0000	0.0000
ENSG00000164300.17 SERINC5 protein_coding	10.7322	16.6649
ENSG00000164303.11 ENPP6 protein_coding	0.6000	3.4381
ENSG00000164304.16 CAGE1 protein_coding	0.0246	0.0284
ENSG00000164305.19 CASP3 protein_coding	16.6569	52.1500
ENSG00000164306.11 PRIMPOL protein_coding	8.8276	4.6156
ENSG00000164307.13 ERAP1 protein_coding	42.7245	16.3282
ENSG00000164308.17 ERAP2 protein_coding	23.8904	6.0136
ENSG00000164309.15 CMYA5 protein_coding	3.5662	2.9088
ENSG00000164318.18 EGFLAM protein_coding	24.5003	3.9623
ENSG00000164323.14 CFAP97 protein_coding	23.2409	22.9635
ENSG00000164325.8 TMEM174 protein_coding	0.0000	0.0000
ENSG00000164326.5 CARTPT protein_coding	0.0000	0.0000
ENSG00000164327.13 RICTOR protein_coding	7.7782	6.8947
ENSG00000164330.17 EBF1 protein_coding	87.3650	3.3878
ENSG00000164331.10 ANKRA2 protein_coding	8.9490	2.7769
ENSG00000164332.8 UBLCP1 protein_coding	32.9921	26.0315
ENSG00000164334.15 FAM170A protein_coding	0.0000	0.0724
ENSG00000164338.10 UTP15 protein_coding	5.5079	4.5919
ENSG00000164342.13 TLR3 protein_coding	12.2569	2.3965
ENSG00000164344.16 KLKB1 protein_coding	0.4453	0.2054
ENSG00000164346.10 NSA2 protein_coding	49.6348	26.8079
ENSG00000164347.18 GFM2 protein_coding	12.1602	7.6646
ENSG00000164362.21 TERT protein_coding	0.0219	0.0590
ENSG00000164363.10 SLC6A18 protein_coding	0.0000	0.0000
ENSG00000164366.4 CCDC127 protein_coding	7.6154	11.6485
ENSG00000164379.7 FOXQ1 protein_coding	0.2927	13.4067
ENSG00000164393.8 ADGRF2 protein_coding	0.0068	0.1404
ENSG00000164398.15 ACSL6 protein_coding	0.0356	2.6421
ENSG00000164399.5 IL3 protein_coding	0.0000	0.0000
ENSG00000164400.6 CSF2 protein_coding	0.0000	0.1266
ENSG00000164402.14 SEPTIN8 protein_coding	17.5905	26.3554
ENSG00000164403.15 SHROOM1 protein_coding	7.2857	3.5324
ENSG00000164404.8 GDF9 protein_coding	0.5806	0.2587
ENSG00000164405.11 UQCRQ protein_coding	58.0953	44.9913
ENSG00000164406.8 LEAP2 protein_coding	0.7757	1.0111
ENSG00000164411.12 GJB7 protein_coding	0.0159	0.2379
ENSG00000164414.18 SLC35A1 protein_coding	13.6925	11.4104
ENSG00000164418.21 GRIK2 protein_coding	0.1855	0.2831
ENSG00000164434.12 FABP7 protein_coding	8.2467	0.7222
ENSG00000164438.6 TLX3 protein_coding	0.0000	0.2277
ENSG00000164440.15 TXLNB protein_coding	2.0841	0.6034
ENSG00000164442.10 CITED2 protein_coding	123.9661	53.3411
ENSG00000164463.12 CREBRF protein_coding	13.9985	2.9048
ENSG00000164465.19 DCBLD1 protein_coding	4.4481	8.8317
ENSG00000164466.13 SFXN1 protein_coding	7.4481	15.0488
ENSG00000164483.17 SAMD3 protein_coding	0.2822	0.0217
ENSG00000164484.12 TMEM200A protein_coding	2.2824	8.1768
ENSG00000164485.15 IL22RA2 protein_coding	0.3137	1.2573
ENSG00000164488.12 DACT2 protein_coding	1.5999	0.1763
ENSG00000164494.12 PDSS2 protein_coding	14.2134	7.7369
ENSG00000164506.14 STXBP5 protein_coding	8.5022	5.6099
ENSG00000164509.15 IL31RA protein_coding	0.1019	0.0313
ENSG00000164512.18 ANKRD55 protein_coding	0.2055	0.0000
ENSG00000164520.11 RAET1E protein_coding	0.4321	0.0664
ENSG00000164530.15 PI16 protein_coding	333.7449	0.0433
ENSG00000164532.11 TBX20 protein_coding	0.0237	0.0546
ENSG00000164535.15 DAGLB protein_coding	5.2468	14.6412
ENSG00000164542.13 KIAA0895 protein_coding	1.3241	9.3889
ENSG00000164543.7 STK17A protein_coding	9.5705	13.0906
ENSG00000164548.11 TRA2A protein_coding	37.2882	45.8509
ENSG00000164574.16 GALNT10 protein_coding	17.7677	18.8153
ENSG00000164576.12 SAP30L protein_coding	32.8804	10.1366
ENSG00000164587.13 RPS14 protein_coding	282.5691	217.1361
ENSG00000164588.8 HCN1 protein_coding	0.2296	0.0871
ENSG00000164591.14 MYOZ3 protein_coding	0.2953	0.3065
ENSG00000164597.15 COG5 protein_coding	13.7480	24.1188
ENSG00000164600.7 NEUROD6 protein_coding	0.0000	0.0000
ENSG00000164604.13 GPR85 protein_coding	0.5258	1.1024
ENSG00000164609.10 SLU7 protein_coding	37.3354	27.1709
ENSG00000164610.9 RP9 protein_coding	7.4202	23.6485
ENSG00000164611.13 PTTG1 protein_coding	1.6212	80.3631
ENSG00000164615.6 CAMLG protein_coding	17.5434	7.8403
ENSG00000164619.10 BMPER protein_coding	5.1555	0.1811
ENSG00000164620.9 RELL2 protein_coding	0.2513	2.1249
ENSG00000164626.9 KCNK5 protein_coding	2.7222	27.7900
ENSG00000164627.18 KIF6 protein_coding	0.2734	0.1723
ENSG00000164631.19 ZNF12 protein_coding	14.7754	22.8519
ENSG00000164638.10 SLC29A4 protein_coding	46.1954	16.2111
ENSG00000164647.9 STEAP1 protein_coding	49.1262	6.1723
ENSG00000164649.20 CDCA7L protein_coding	5.0447	14.0435
ENSG00000164651.17 SP8 protein_coding	0.0116	0.0000
ENSG00000164654.16 MIOS protein_coding	10.3049	11.4594
ENSG00000164663.14 USP49 protein_coding	1.8463	1.3706
ENSG00000164674.16 SYTL3 protein_coding	7.3360	3.8765
ENSG00000164675.11 IQUB protein_coding	0.1631	0.0654
ENSG00000164683.18 HEY1 protein_coding	6.2849	5.1287
ENSG00000164684.13 ZNF704 protein_coding	21.5740	15.1202
ENSG00000164687.11 FABP5 protein_coding	34.4290	55.7392
ENSG00000164690.8 SHH protein_coding	0.0083	0.0191
ENSG00000164691.18 TAGAP protein_coding	2.3280	6.3208
ENSG00000164692.18 COL1A2 protein_coding	655.0211	1208.6649
ENSG00000164694.17 FNDC1 protein_coding	27.6543	35.5240
ENSG00000164695.5 CHMP4C protein_coding	4.8830	60.0522
ENSG00000164707.15 SLC13A4 protein_coding	0.4103	0.2241
ENSG00000164708.6 PGAM2 protein_coding	0.0000	0.0000
ENSG00000164713.10 BRI3 protein_coding	41.1137	63.8086
ENSG00000164715.6 LMTK2 protein_coding	6.8913	13.8849
ENSG00000164729.7 SLC35G3 protein_coding	0.0000	0.0000
ENSG00000164733.22 CTSB protein_coding	175.9130	207.8129
ENSG00000164736.6 SOX17 protein_coding	6.8426	1.9567
ENSG00000164741.15 DLC1 protein_coding	36.9178	7.6399
ENSG00000164742.16 ADCY1 protein_coding	1.8062	2.7331
ENSG00000164743.5 C8orf48 protein_coding	2.5291	2.1083
ENSG00000164744.13 SUN3 protein_coding	0.0250	0.3457
ENSG00000164746.14 C7orf57 protein_coding	0.0380	0.2413
ENSG00000164749.13 HNF4G protein_coding	0.1533	2.5171
ENSG00000164751.15 PEX2 protein_coding	24.8173	25.2740
ENSG00000164754.15 RAD21 protein_coding	88.9913	231.6459
ENSG00000164756.12 SLC30A8 protein_coding	0.0276	0.0318
ENSG00000164758.7 MED30 protein_coding	9.5553	31.8429
ENSG00000164761.9 TNFRSF11B protein_coding	2.9971	16.2279
ENSG00000164764.11 SBSPON protein_coding	4.6100	1.0259
ENSG00000164776.10 PHKG1 protein_coding	6.0470	2.8001
ENSG00000164778.4 EN2 protein_coding	0.3186	0.5879
ENSG00000164794.9 KCNV1 protein_coding	0.0000	0.0217
ENSG00000164796.18 CSMD3 protein_coding	0.0127	0.0000
ENSG00000164808.17 SPIDR protein_coding	13.7998	23.2020
ENSG00000164815.11 ORC5 protein_coding	10.1782	23.3131
ENSG00000164816.8 DEFA5 protein_coding	0.0000	0.0000
ENSG00000164818.16 DNAAF5 protein_coding	6.8852	26.2302
ENSG00000164821.5 DEFA4 protein_coding	0.0000	0.0000
ENSG00000164822.5 DEFA6 protein_coding	0.0000	0.0000
ENSG00000164823.11 OSGIN2 protein_coding	49.6177	27.6756
ENSG00000164825.4 DEFB1 protein_coding	16.2692	25.4134
ENSG00000164828.18 SUN1 protein_coding	35.7947	36.1983
ENSG00000164830.18 OXR1 protein_coding	37.4441	27.3476
ENSG00000164841.5 TMEM74 protein_coding	0.4258	0.7465
ENSG00000164849.10 GPR146 protein_coding	6.4972	1.0949
ENSG00000164850.15 GPER1 protein_coding	17.6097	3.4670
ENSG00000164853.9 UNCX protein_coding	0.0000	0.0000
ENSG00000164855.16 TMEM184A protein_coding	0.5969	11.3726
ENSG00000164867.11 NOS3 protein_coding	6.2449	2.7089
ENSG00000164871.17 SPAG11B protein_coding	0.0000	0.0000
ENSG00000164877.19 MICALL2 protein_coding	1.3259	10.7141
ENSG00000164879.7 CA3 protein_coding	26.8083	1.6201
ENSG00000164880.16 INTS1 protein_coding	24.1495	87.9156
ENSG00000164885.13 CDK5 protein_coding	6.0148	25.3812
ENSG00000164889.15 SLC4A2 protein_coding	11.7747	48.9858
ENSG00000164893.9 SLC7A13 protein_coding	0.0000	0.0223
ENSG00000164896.20 FASTK protein_coding	24.8243	63.2445
ENSG00000164897.14 TMUB1 protein_coding	15.1211	58.1562
ENSG00000164900.4 GBX1 protein_coding	0.0000	0.0000
ENSG00000164902.14 PHAX protein_coding	30.7681	33.2863
ENSG00000164904.18 ALDH7A1 protein_coding	11.4392	26.5158
ENSG00000164916.11 FOXK1 protein_coding	9.4092	30.1329
ENSG00000164919.11 COX6C protein_coding	55.4107	125.2719
ENSG00000164920.9 OSR2 protein_coding	17.8245	1.3623
ENSG00000164924.18 YWHAZ protein_coding	206.3842	604.5518
ENSG00000164929.17 BAALC protein_coding	4.1601	0.5497
ENSG00000164930.12 FZD6 protein_coding	19.0959	63.4831
ENSG00000164932.13 CTHRC1 protein_coding	26.5814	158.9789
ENSG00000164933.12 SLC25A32 protein_coding	0.0592	0.1912
ENSG00000164934.14 DCAF13 protein_coding	5.7996	44.8944
ENSG00000164935.6 DCSTAMP protein_coding	0.0779	0.3951
ENSG00000164938.14 TP53INP1 protein_coding	26.2851	13.6432
ENSG00000164941.14 INTS8 protein_coding	7.7616	26.6920
